acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
41342,F,PA,18966,189,37,37,32,4,36,2,0,0,1,0,0,0,1,no
41343,F,NJ,8201,82,7,13,20,149,169,1,0,0,0,0,0,1,0,no
41344,F,PA,15217,152,7,11,17,19,36,1,0,0,0,0,1,0,0,no
41345,F,PA,19040,190,25,13,35,79,114,3,1,0,2,0,0,0,0,no
41346,F,MD,21136,211,41,36,32,167,199,2,0,0,1,0,0,0,1,no
41347,F,MD,21214,212,7,13,20,273,293,1,0,1,0,0,0,0,0,no
41348,M,PA,16404,164,21,10,41,235,276,3,0,0,2,0,1,0,0,yes
41349,F,NJ,7869,78,3,6,19,97,116,1,0,0,1,0,0,0,0,no
41350,F,PA,15963,159,69,37,85,136,221,7,1,1,2,1,0,1,1,no
41351,M,PA,15146,151,67,21,111,210,321,10,2,0,2,2,4,0,0,no
41352,M,MA,2035,20,77,37,145,270,415,12,2,0,4,0,2,0,4,yes
41353,F,NJ,7728,77,19,20,27,238,265,2,0,0,2,0,0,0,0,no
41354,F,PA,19540,195,19,15,32,226,258,2,0,0,1,0,0,1,0,no
41355,M,NY,11235,112,17,16,29,203,232,2,1,0,0,1,0,0,0,no
41356,F,NY,11436,114,31,8,128,337,465,11,2,1,5,0,0,0,3,no
41357,F,MD,20715,207,15,17,29,245,274,2,0,0,2,0,0,0,0,no
41358,F,NY,11218,112,17,16,25,278,303,2,2,0,0,0,0,0,0,no
41359,F,RI,2882,28,17,16,32,227,259,2,1,0,0,0,0,0,1,no
41360,F,NJ,8753,87,15,17,27,136,163,2,1,0,1,0,0,0,0,no
41361,M,NY,14217,142,49,18,94,253,347,8,2,1,3,0,0,0,2,no
41362,M,NJ,7422,74,15,18,29,90,119,2,0,0,2,0,0,0,0,no
41363,F,PA,19446,194,11,16,18,96,114,1,0,0,0,1,0,0,0,no
41364,F,RI,2916,29,19,19,32,144,176,2,0,0,1,0,0,1,0,no
41365,M,NY,10465,104,7,10,18,117,135,1,0,0,0,0,0,1,0,no
41366,F,NY,11705,117,29,27,30,204,234,2,0,0,0,0,2,0,0,no
41367,F,NJ,8098,80,25,15,71,92,163,6,2,1,2,0,0,1,0,no
41368,F,NJ,7206,72,7,9,16,259,275,1,0,0,0,0,0,0,1,no
41369,F,NY,12210,122,13,15,29,18,47,2,1,0,0,0,1,0,0,no
41370,F,NY,11729,117,25,14,54,199,253,4,1,1,0,0,1,0,1,no
41371,F,NJ,7304,73,17,18,32,173,205,2,1,0,0,0,1,0,0,no
41372,M,NY,11364,113,27,19,50,103,153,4,0,1,1,1,0,0,1,no
41373,F,MA,2045,20,7,7,33,110,143,2,0,0,0,1,0,0,1,no
41374,F,NJ,8096,80,15,19,19,266,285,1,0,1,0,0,0,0,0,no
41375,F,MA,1945,19,9,7,29,233,262,2,0,0,2,0,0,0,0,no
41376,F,MA,1754,17,73,32,111,125,236,10,3,2,1,1,0,3,0,no
41377,F,MA,2368,23,1,5,17,9,26,1,0,0,0,1,0,0,0,no
41378,M,NY,11374,113,77,17,143,136,279,12,4,1,1,3,1,1,1,yes
41379,F,PA,15116,151,47,29,99,329,428,9,2,1,3,2,0,1,0,no
41380,M,NJ,7036,70,35,15,59,187,246,5,0,2,2,1,0,0,0,no
41381,F,NY,11566,115,25,21,30,179,209,2,0,0,0,1,1,0,0,no
41382,M,NJ,8609,86,45,20,75,288,363,6,0,0,3,1,1,0,1,no
41383,F,MA,1060,10,19,18,27,200,227,2,0,1,1,0,0,0,0,no
41384,M,NY,11598,115,25,25,31,176,207,2,0,0,1,0,0,1,0,no
41385,M,DC,20018,200,7,10,29,27,56,2,0,0,0,2,0,0,0,yes
41386,F,NJ,7046,70,19,23,17,111,128,1,0,0,0,1,0,0,0,no
41387,F,PA,19403,194,33,30,33,77,110,2,0,0,0,1,0,0,1,no
41388,M,NY,10603,106,51,18,81,162,243,7,1,3,0,2,0,0,1,no
41389,F,NY,10580,105,13,18,20,291,311,1,0,0,0,0,0,0,1,no
41390,F,NY,10709,107,29,15,91,76,167,8,1,1,1,2,2,0,1,no
41391,M,NY,12205,122,69,21,137,243,380,12,3,3,2,3,0,0,1,no
41392,F,NJ,8512,85,43,20,129,311,440,11,3,1,3,0,1,1,2,no
41393,M,PA,18969,189,81,32,135,175,310,12,2,1,2,4,1,2,0,no
41394,F,NY,11762,117,23,9,53,134,187,4,1,0,1,0,0,1,1,yes
41395,F,ME,4458,44,15,9,31,156,187,2,0,0,1,0,0,1,0,no
41396,F,NJ,8085,80,27,13,44,233,277,4,3,0,1,0,0,0,0,no
41397,F,NJ,7052,70,41,18,143,313,456,12,5,2,0,1,0,1,3,no
41398,F,NJ,8096,80,21,15,29,143,172,2,1,0,0,0,1,0,0,no
41399,F,MD,20853,208,3,5,28,107,135,2,1,0,0,1,0,0,0,no
41400,F,NY,10708,107,51,15,79,71,150,7,3,3,0,0,1,0,0,no
41401,F,NY,11961,119,23,26,19,121,140,1,1,0,0,0,0,0,0,no
41402,M,NY,14059,140,35,19,75,219,294,6,0,1,1,1,0,0,3,no
41403,F,PA,15857,158,13,17,18,286,304,1,0,0,0,0,0,0,1,no
41404,M,CT,6074,60,59,12,123,189,312,11,5,1,1,2,1,0,1,no
41405,F,NJ,7642,76,33,36,15,189,204,1,1,0,0,0,0,0,0,no
41406,F,PA,17601,176,9,11,18,266,284,1,0,1,0,0,0,0,0,no
41407,F,MD,21228,212,19,20,27,60,87,2,0,2,0,0,0,0,0,no
41408,M,NJ,7456,74,55,7,107,270,377,9,1,1,1,3,0,1,2,yes
41409,M,MD,20746,207,23,27,15,228,243,1,0,0,0,0,0,0,1,no
41410,M,MD,20816,208,33,17,77,252,329,6,0,0,2,3,0,0,1,no
41411,F,NY,11545,115,13,15,28,88,116,2,1,1,0,0,0,0,0,no
41412,F,MA,1701,17,13,15,20,143,163,1,0,0,1,0,0,0,0,no
41413,F,NJ,8002,80,23,6,101,209,310,9,2,1,3,1,0,1,1,no
41414,F,CT,6492,64,11,6,28,88,116,2,1,0,0,0,1,0,0,no
41415,M,NY,11234,112,9,13,16,256,272,1,0,0,0,0,0,0,1,no
41416,F,PA,19090,190,13,17,27,252,279,2,1,1,0,0,0,0,0,no
41417,M,NY,11710,117,13,8,39,256,295,3,1,0,0,0,0,2,0,yes
41418,F,PA,15025,150,15,20,15,2,17,1,0,0,0,1,0,0,0,no
41419,F,MD,21209,212,15,17,24,219,243,2,2,0,0,0,0,0,0,no
41420,F,CT,6281,62,9,13,19,275,294,1,1,0,0,0,0,0,0,no
41421,F,NJ,7470,74,15,18,19,248,267,1,0,0,0,0,1,0,0,no
41422,F,PA,18447,184,13,18,15,49,64,1,0,0,0,0,1,0,0,no
41423,M,DC,20008,200,41,28,63,125,188,5,0,1,1,1,1,1,0,no
41424,F,MA,1906,19,7,10,16,267,283,1,1,0,0,0,0,0,0,no
41425,F,NY,10306,103,7,9,17,231,248,1,0,0,0,0,1,0,0,no
41426,F,PA,15146,151,23,9,46,159,205,4,1,1,1,0,1,0,0,no
41427,F,MD,20854,208,21,16,57,204,261,4,0,1,0,0,1,1,1,no
41428,F,NY,10701,107,89,24,143,318,461,12,2,3,0,1,2,1,3,no
41429,F,CT,6111,61,33,30,29,272,301,2,1,0,1,0,0,0,0,no
41430,F,NY,11373,113,11,14,17,44,61,1,0,0,0,1,0,0,0,no
41431,M,NY,11566,115,57,25,125,309,434,11,1,0,5,2,1,2,0,no
41432,F,NY,10003,100,13,18,18,275,293,1,1,0,0,0,0,0,0,no
41433,F,NY,11362,113,1,5,17,213,230,1,0,0,1,0,0,0,0,no
41434,F,NY,11957,119,29,30,28,104,132,2,0,0,0,1,0,1,0,no
41435,F,NY,10705,107,17,14,32,95,127,2,0,0,1,0,0,0,1,no
41436,F,NY,10453,104,15,12,31,251,282,2,0,1,0,0,0,1,0,no
41437,M,NJ,7936,79,15,14,26,198,224,2,2,0,0,0,0,0,0,no
41438,F,MD,20842,208,13,15,19,261,280,1,0,0,0,0,1,0,0,yes
41439,F,NY,11434,114,29,8,77,40,117,7,4,1,1,1,0,0,0,no
41440,F,NJ,7719,77,11,14,26,60,86,2,1,0,1,0,0,0,0,no
41441,F,PA,19373,193,25,25,33,135,168,2,1,0,0,0,1,0,0,no
41442,F,NY,11209,112,15,12,30,286,316,2,0,1,1,0,0,0,0,no
41443,F,NJ,8648,86,15,20,18,114,132,1,0,0,1,0,0,0,0,no
41444,F,NJ,8093,80,23,8,109,288,397,10,2,2,3,1,1,0,1,yes
41445,M,NY,11566,115,33,18,67,280,347,5,0,0,0,3,0,1,1,no
41446,F,NJ,7731,77,11,16,15,145,160,1,0,0,0,0,0,0,1,yes
41447,M,NY,11596,115,3,6,29,238,267,2,0,1,1,0,0,0,0,yes
41448,F,PA,17404,174,33,16,47,136,183,4,0,1,2,0,0,1,0,no
41449,F,NJ,8619,86,45,26,59,297,356,5,1,1,2,0,0,1,0,no
41450,F,NY,10471,104,51,6,135,227,362,11,2,0,3,1,1,0,4,no
41451,F,MA,1930,19,33,32,31,212,243,2,0,0,1,1,0,0,0,no
41452,M,NY,10533,105,13,13,26,11,37,2,0,0,0,2,0,0,0,no
41453,F,CT,6040,60,35,19,119,108,227,10,1,2,4,0,1,1,1,no
41454,M,NJ,7631,76,37,3,117,222,339,10,3,0,3,2,0,1,1,no
41455,M,PA,15239,152,29,20,50,44,94,4,0,0,2,1,1,0,0,no
41456,F,ME,4344,43,7,13,20,83,103,1,0,0,1,0,0,0,0,no
41457,F,NJ,7945,79,27,13,100,277,377,8,2,0,1,0,0,4,1,no
41458,M,MD,21208,212,31,15,50,184,234,4,2,0,1,0,0,0,1,yes
41459,M,NY,10552,105,47,6,94,313,407,8,1,1,3,1,0,0,2,yes
41460,F,CT,6850,68,45,14,92,249,341,8,2,0,4,1,1,0,0,no
41461,M,CT,6518,65,25,7,47,137,184,4,0,1,1,1,0,0,1,no
41462,F,NJ,7058,70,15,19,20,115,135,1,1,0,0,0,0,0,0,no
41463,F,NY,10701,107,15,20,16,123,139,1,1,0,0,0,0,0,0,no
41464,F,PA,17042,170,41,27,65,306,371,5,1,1,1,0,0,1,1,yes
41465,F,NJ,8648,86,9,11,20,94,114,1,0,0,0,1,0,0,0,no
41466,M,MA,2780,27,21,26,16,104,120,1,0,0,0,1,0,0,0,no
41467,M,PA,18018,180,45,23,80,161,241,6,2,0,1,0,0,1,2,no
41468,M,MD,21209,212,5,8,17,239,256,1,0,0,0,0,0,1,0,yes
41469,F,NY,12603,126,33,39,19,191,210,1,1,0,0,0,0,0,0,no
41470,F,MD,20601,206,41,19,75,172,247,6,1,2,0,0,1,0,2,no
41471,M,NJ,7003,70,61,13,138,89,227,12,2,2,3,2,0,0,3,no
41472,M,NJ,7762,77,35,24,72,181,253,6,4,0,0,1,1,0,0,no
41473,M,NY,11706,117,51,10,149,276,425,12,0,1,3,4,1,1,2,no
41474,F,CT,6357,63,17,13,34,24,58,2,0,0,0,1,0,0,1,no
41475,F,NY,14150,141,47,13,92,133,225,7,0,0,1,2,1,2,1,no
41476,F,PA,17601,176,15,19,16,4,20,1,1,0,0,0,0,0,0,no
41477,F,PA,19075,190,5,9,21,199,220,1,0,0,1,0,0,0,0,no
41478,M,PA,18042,180,3,6,18,96,114,1,0,1,0,0,0,0,0,no
41479,F,NY,11001,110,33,35,18,275,293,1,0,0,0,1,0,0,0,no
41480,M,NJ,7090,70,57,38,60,245,305,5,1,1,1,1,0,0,1,no
41481,F,NY,11795,117,27,7,86,171,257,7,1,0,2,2,0,0,2,no
41482,F,NJ,7940,79,57,13,93,261,354,8,4,1,1,1,1,0,0,no
41483,F,DE,19810,198,9,14,18,291,309,1,1,0,0,0,0,0,0,no
41484,F,PA,19149,191,45,19,111,179,290,10,2,3,2,0,0,1,2,yes
41485,F,PA,17055,170,51,26,113,245,358,10,3,2,1,1,0,1,2,no
41486,F,PA,19006,190,5,10,15,58,73,1,0,0,0,0,1,0,0,no
41487,M,NJ,7070,70,19,18,33,154,187,2,0,0,0,0,0,0,2,yes
41488,M,NJ,7013,70,65,33,87,54,141,8,3,2,0,2,1,0,0,no
41489,F,NY,11566,115,1,6,20,52,72,1,1,0,0,0,0,0,0,no
41490,M,NY,11385,113,79,13,137,95,232,12,2,1,3,2,1,2,1,no
41491,F,MD,20912,209,17,18,30,252,282,2,0,0,1,0,1,0,0,no
41492,F,CT,6460,64,15,20,15,38,53,1,0,0,0,1,0,0,0,yes
41493,M,DE,19810,198,17,16,28,123,151,2,1,0,0,1,0,0,0,no
41494,M,PA,18847,188,25,13,69,237,306,6,1,0,3,1,1,0,0,no
41495,M,PA,16316,163,17,17,28,20,48,2,1,1,0,0,0,0,0,no
41496,M,NJ,7405,74,13,16,15,106,121,1,0,0,1,0,0,0,0,no
41497,M,NJ,7093,70,61,32,121,111,232,10,1,0,2,3,1,2,1,no
41498,F,NY,10472,104,47,7,98,122,220,8,0,1,4,0,1,1,1,no
41499,F,PA,15005,150,41,9,103,52,155,9,2,1,3,0,1,1,1,no
41500,F,PA,15673,156,27,8,95,293,388,8,2,1,1,2,1,0,1,no
41501,F,NJ,7662,76,95,31,138,123,261,12,1,4,5,0,0,1,1,no
41502,M,NY,11210,112,31,34,18,150,168,1,1,0,0,0,0,0,0,no
41503,F,NJ,8831,88,61,17,101,156,257,9,5,1,0,1,1,0,1,no
41504,M,PA,15239,152,5,10,19,149,168,1,0,0,0,0,0,1,0,no
41505,M,NY,11730,117,43,18,136,208,344,12,3,1,2,2,1,1,2,no
41506,F,NY,11230,112,15,20,21,19,40,1,1,0,0,0,0,0,0,no
41507,F,NJ,7960,79,21,15,40,180,220,3,0,1,0,1,0,0,1,no
41508,M,PA,19139,191,19,22,16,149,165,1,0,0,0,0,0,1,0,no
41509,M,PA,15209,152,65,7,138,74,212,12,5,0,2,1,3,0,1,no
41510,M,MA,2043,20,17,15,31,288,319,2,0,1,0,0,0,1,0,no
41511,F,NJ,7066,70,27,14,34,155,189,3,2,0,1,0,0,0,0,no
41512,F,NJ,8854,88,1,5,19,103,122,1,0,0,0,0,0,0,1,no
41513,M,MD,21161,211,31,13,76,176,252,6,0,2,0,0,1,0,3,no
41514,F,NY,10036,100,19,17,24,196,220,2,2,0,0,0,0,0,0,no
41515,F,NY,10901,109,21,19,33,155,188,2,0,0,0,0,0,1,1,no
41516,F,NY,11691,116,13,19,21,48,69,1,0,0,1,0,0,0,0,no
41517,M,NJ,7462,74,19,11,62,50,112,5,1,0,2,1,0,0,1,no
41518,M,PA,19312,193,9,13,18,77,95,1,0,0,0,0,1,0,0,no
41519,M,CT,6426,64,49,33,53,130,183,4,0,0,2,1,0,0,1,no
41520,F,NJ,8691,86,3,9,18,276,294,1,0,0,0,0,0,0,1,no
41521,F,NJ,7512,75,23,27,16,143,159,1,0,0,0,0,0,0,1,no
41522,F,NY,11427,114,27,27,30,269,299,2,1,0,0,0,0,0,1,no
41523,M,NJ,8027,80,19,8,40,109,149,3,0,0,2,1,0,0,0,no
41524,M,DC,20010,200,49,12,132,333,465,11,2,1,4,0,0,2,2,yes
41525,F,PA,15207,152,19,6,51,201,252,4,1,0,0,0,1,0,2,yes
41526,F,MA,1940,19,9,7,30,212,242,2,0,0,0,0,0,1,1,yes
41527,F,MD,20902,209,1,5,20,270,290,1,0,0,1,0,0,0,0,no
41528,M,PA,15613,156,3,8,16,89,105,1,0,0,0,0,0,0,1,no
41529,F,MD,21028,210,17,4,84,195,279,7,2,0,2,0,0,1,2,no
41530,F,MA,1036,10,39,25,72,281,353,6,2,0,2,0,0,2,0,no
41531,F,NY,11220,112,15,10,29,297,326,2,0,0,0,0,0,2,0,no
41532,F,NY,10543,105,17,17,32,289,321,2,0,0,1,1,0,0,0,no
41533,M,NY,10977,109,23,13,65,82,147,5,0,1,1,0,1,2,0,yes
41534,M,MA,2151,21,77,19,137,132,269,11,4,0,2,0,1,0,4,yes
41535,F,PA,18503,185,37,17,92,201,293,8,2,1,3,0,1,0,1,yes
41536,F,NJ,7438,74,29,5,111,99,210,10,4,1,3,0,0,0,2,no
41537,F,NJ,8812,88,19,15,30,56,86,2,1,1,0,0,0,0,0,no
41538,F,NJ,8807,88,3,8,19,71,90,1,1,0,0,0,0,0,0,no
41539,F,NY,11554,115,21,14,48,233,281,4,1,0,2,0,1,0,0,no
41540,M,NY,10710,107,15,19,17,252,269,1,0,0,0,1,0,0,0,no
41541,M,PA,17032,170,13,15,21,88,109,1,0,0,0,0,0,0,1,no
41542,F,NY,10023,100,55,17,114,91,205,10,3,1,2,1,2,0,1,no
41543,F,MA,2642,26,15,19,16,245,261,1,0,0,0,0,1,0,0,no
41544,F,NY,11725,117,25,30,16,109,125,1,0,0,0,0,0,0,1,no
41545,F,NY,11520,115,5,9,16,99,115,1,0,0,0,0,1,0,0,no
41546,F,NJ,8757,87,41,37,29,161,190,2,0,0,1,1,0,0,0,no
41547,M,NY,11001,110,25,18,48,130,178,4,2,0,0,1,0,1,0,no
41548,F,NJ,7506,75,33,13,79,171,250,7,2,2,1,1,0,0,1,no
41549,F,NY,10522,105,47,30,80,142,222,7,2,0,3,0,0,1,1,no
41550,F,MD,20852,208,11,15,18,34,52,1,0,0,1,0,0,0,0,no
41551,F,NJ,7054,70,75,25,115,55,170,10,3,0,4,1,1,1,0,no
41552,M,NJ,7042,70,13,10,32,220,252,2,1,0,0,0,0,0,1,no
41553,F,PA,17602,176,13,17,16,255,271,1,0,0,0,0,0,0,1,no
41554,F,MA,2169,21,21,15,33,265,298,2,0,1,0,0,1,0,0,no
41555,M,NJ,8865,88,73,14,130,186,316,11,5,0,1,4,1,0,0,no
41556,M,PA,19063,190,23,27,17,171,188,1,0,0,1,0,0,0,0,no
41557,F,MA,2188,21,13,15,15,63,78,1,1,0,0,0,0,0,0,no
41558,F,NJ,7417,74,15,19,17,171,188,1,0,0,1,0,0,0,0,no
41559,M,MA,2368,23,11,15,17,36,53,1,0,0,0,0,0,1,0,yes
41560,M,NJ,7013,70,59,5,122,186,308,11,1,2,4,2,1,0,1,no
41561,M,NJ,7081,70,45,18,107,122,229,9,2,0,3,0,0,1,3,no
41562,F,NY,14228,142,13,18,19,270,289,1,1,0,0,0,0,0,0,no
41563,M,NY,10025,100,11,5,37,171,208,3,0,1,2,0,0,0,0,no
41564,M,NY,10970,109,39,7,104,316,420,9,1,3,3,1,0,0,1,no
41565,F,NY,12205,122,21,21,32,268,300,2,0,0,0,1,0,0,1,no
41566,M,MA,2062,20,19,20,30,176,206,2,0,0,2,0,0,0,0,no
41567,M,NY,12590,125,57,11,134,227,361,11,3,0,3,0,0,0,5,no
41568,M,NJ,8757,87,17,17,32,60,92,2,0,0,1,0,1,0,0,no
41569,F,NY,11231,112,9,10,30,275,305,2,0,0,1,0,1,0,0,no
41570,F,CT,6483,64,17,19,29,222,251,2,0,0,0,1,0,1,0,no
41571,F,NY,13021,130,73,19,129,319,448,11,2,1,2,1,2,2,1,yes
41572,M,NY,10573,105,15,6,61,99,160,5,2,0,2,0,0,1,0,no
41573,M,NY,10704,107,15,15,28,178,206,2,0,0,1,0,1,0,0,no
41574,F,NY,10306,103,11,14,27,277,304,2,0,0,1,1,0,0,0,no
41575,F,MA,2150,21,15,19,18,264,282,1,0,0,1,0,0,0,0,no
41576,F,NY,11520,115,69,8,147,112,259,12,2,0,2,0,3,1,4,no
41577,M,NJ,7036,70,1,3,16,258,274,1,0,0,1,0,0,0,0,no
41578,F,NY,12549,125,31,31,31,105,136,2,1,0,0,0,0,1,0,no
41579,F,MA,2181,21,37,12,110,244,354,9,2,0,2,1,1,1,2,no
41580,F,PA,17360,173,7,12,17,161,178,1,1,0,0,0,0,0,0,yes
41581,F,MD,21158,211,35,33,31,121,152,2,1,0,1,0,0,0,0,no
41582,F,VT,5302,53,11,14,17,262,279,1,1,0,0,0,0,0,0,no
41583,F,NJ,8840,88,21,17,35,24,59,3,0,1,2,0,0,0,0,no
41584,M,PA,19015,190,13,6,56,109,165,5,1,1,0,1,2,0,0,no
41585,F,CT,6033,60,5,6,33,229,262,2,0,0,0,0,0,1,1,yes
41586,F,NY,11563,115,15,19,20,169,189,1,0,0,1,0,0,0,0,no
41587,F,NY,11360,113,9,13,16,14,30,1,0,0,0,0,0,0,1,no
41588,F,NY,10304,103,17,20,19,38,57,1,1,0,0,0,0,0,0,no
41589,F,MD,20754,207,9,12,20,268,288,1,0,0,0,0,0,1,0,no
41590,M,NY,11366,113,25,13,52,73,125,4,0,0,2,1,0,1,0,no
41591,F,NH,3444,34,17,13,30,257,287,2,0,0,1,0,0,1,0,no
41592,F,NY,11426,114,75,26,106,337,443,10,3,1,3,1,1,1,0,no
41593,F,MD,20815,208,41,37,52,177,229,4,0,1,1,0,1,0,1,no
41594,F,NY,13903,139,23,16,44,21,65,3,0,0,1,0,1,0,1,no
41595,F,NY,11219,112,9,15,15,35,50,1,0,0,1,0,0,0,0,no
41596,F,ME,4401,44,19,16,29,270,299,2,0,1,1,0,0,0,0,no
41597,F,CT,6776,67,17,20,33,49,82,2,0,0,1,0,0,0,1,no
41598,F,NY,12019,120,33,34,23,296,319,2,2,0,0,0,0,0,0,no
41599,M,MD,21202,212,19,17,36,226,262,3,2,0,0,1,0,0,0,no
41600,F,NY,11214,112,3,8,19,187,206,1,0,0,1,0,0,0,0,no
41601,M,MD,21209,212,23,6,43,108,151,4,1,1,1,0,0,1,0,yes
41602,F,RI,2874,28,29,27,30,207,237,2,0,0,1,1,0,0,0,no
41603,M,NY,11755,117,23,18,40,232,272,3,0,1,0,2,0,0,0,no
41604,M,VA,20165,201,15,19,18,14,32,1,0,0,0,0,0,1,0,no
41605,M,NY,10031,100,15,13,30,291,321,2,0,0,1,0,0,0,1,no
41606,F,NJ,8002,80,17,21,16,23,39,1,0,0,0,0,0,1,0,no
41607,M,NJ,8230,82,17,21,16,99,115,1,0,0,1,0,0,0,0,no
41608,F,NJ,7305,73,17,20,30,16,46,2,0,0,0,1,0,0,1,no
41609,F,DC,20007,200,51,20,144,337,481,12,3,0,3,1,2,1,2,no
41610,F,NJ,7417,74,9,14,16,29,45,1,0,0,1,0,0,0,0,no
41611,F,MA,1236,12,59,22,119,83,202,10,2,0,3,1,1,2,1,no
41612,M,NJ,8087,80,21,21,31,234,265,2,0,0,0,1,0,1,0,no
41613,F,MA,2151,21,17,10,37,184,221,3,0,1,2,0,0,0,0,no
41614,M,NJ,7087,70,83,20,137,331,468,12,3,2,1,2,0,3,1,no
41615,M,PA,15206,152,11,11,27,233,260,2,1,0,1,0,0,0,0,no
41616,F,NY,10547,105,55,17,116,295,411,10,2,0,3,1,2,1,1,no
41617,F,PA,19055,190,5,8,31,204,235,2,0,0,0,1,0,0,1,yes
41618,M,PA,19350,193,15,13,30,272,302,2,1,1,0,0,0,0,0,no
41619,F,NY,11776,117,13,12,30,77,107,2,0,0,1,1,0,0,0,no
41620,F,MD,21234,212,17,20,18,35,53,1,0,0,0,0,0,1,0,no
41621,F,MD,20902,209,21,25,18,161,179,1,0,0,1,0,0,0,0,no
41622,M,NY,11104,111,21,23,29,269,298,2,0,0,1,0,0,1,0,yes
41623,M,NJ,8820,88,11,15,20,58,78,1,0,0,0,1,0,0,0,no
41624,F,NJ,7730,77,3,9,18,215,233,1,0,0,0,0,0,0,1,no
41625,F,NJ,8004,80,15,13,29,288,317,2,1,0,0,1,0,0,0,no
41626,F,NY,14809,148,9,13,21,50,71,1,0,0,0,0,1,0,0,no
41627,F,NY,11375,113,11,6,29,45,74,2,1,0,0,0,0,1,0,no
41628,F,PA,19142,191,55,36,70,44,114,6,1,2,2,0,0,0,1,no
41629,F,NY,11554,115,7,7,29,34,63,2,0,0,1,1,0,0,0,no
41630,F,NJ,7204,72,5,7,19,128,147,1,0,0,1,0,0,0,0,no
41631,F,PA,19082,190,15,12,33,288,321,2,0,0,1,0,1,0,0,no
41632,F,NJ,7036,70,33,29,51,148,199,4,0,0,3,0,0,1,0,no
41633,M,MA,1092,10,47,15,111,241,352,9,0,2,2,0,1,0,4,no
41634,M,NJ,7083,70,49,34,67,186,253,5,1,0,1,1,0,1,1,no
41635,F,CT,6479,64,35,17,50,306,356,4,1,0,0,0,0,1,2,no
41636,F,NY,10707,107,45,9,133,201,334,11,1,1,4,0,1,2,2,yes
41637,M,RI,2886,28,71,12,132,277,409,11,2,0,4,2,0,2,1,no
41638,M,NJ,8052,80,11,10,33,68,101,2,0,0,0,1,0,0,1,no
41639,F,NJ,8034,80,3,5,29,274,303,2,0,0,1,0,1,0,0,yes
41640,M,MA,2054,20,49,14,126,276,402,11,2,0,4,0,3,2,0,no
41641,M,MA,2154,21,67,8,138,202,340,12,2,0,4,4,0,2,0,no
41642,F,NJ,7621,76,39,4,105,70,175,9,2,0,3,1,1,0,2,no
41643,F,NJ,7605,76,25,16,42,26,68,3,0,0,0,1,0,0,2,no
41644,F,NJ,7057,70,29,31,28,93,121,2,1,0,0,1,0,0,0,no
41645,F,MD,20877,208,11,15,21,50,71,1,1,0,0,0,0,0,0,no
41646,F,PA,19036,190,11,14,18,108,126,1,0,1,0,0,0,0,0,no
41647,M,PA,19606,196,41,15,96,133,229,8,4,0,2,0,1,0,1,no
41648,M,PA,18049,180,35,15,76,19,95,6,2,0,0,0,0,3,1,yes
41649,M,NJ,7712,77,73,22,113,128,241,10,1,1,2,3,1,2,0,no
41650,M,NJ,8863,88,15,16,34,120,154,2,0,1,0,0,0,0,1,yes
41651,F,NY,11550,115,17,15,28,257,285,2,1,0,0,1,0,0,0,no
41652,M,PA,19148,191,17,5,57,290,347,5,2,1,2,0,0,0,0,no
41653,F,NY,12603,126,69,14,124,162,286,10,2,0,4,0,1,0,3,no
41654,F,NY,13209,132,37,35,30,87,117,2,0,0,0,0,0,1,1,no
41655,F,PA,15824,158,19,12,50,215,265,4,1,1,0,0,0,1,1,no
41656,M,MA,2653,26,21,15,47,297,344,4,1,0,1,1,1,0,0,no
41657,F,MA,2173,21,15,11,33,149,182,2,0,0,0,1,0,0,1,no
41658,F,NJ,8016,80,83,37,145,316,461,12,1,2,2,1,2,2,2,yes
41659,M,PA,18912,189,55,28,130,300,430,12,3,2,3,2,0,0,2,no
41660,M,NJ,7081,70,41,40,28,125,153,2,2,0,0,0,0,0,0,no
41661,M,NJ,8830,88,17,14,31,140,171,2,1,0,0,0,0,1,0,no
41662,M,DE,19809,198,29,7,139,222,361,12,1,1,6,4,0,0,0,no
41663,F,PA,16504,165,57,14,106,144,250,9,1,1,2,1,1,1,2,yes
41664,M,NY,11104,111,45,11,94,195,289,8,2,0,3,1,0,0,2,no
41665,M,PA,18901,189,21,13,66,298,364,5,1,0,1,1,0,1,1,no
41666,F,PA,18054,180,39,15,99,313,412,8,1,1,2,1,0,1,2,no
41667,F,NY,12303,123,11,8,33,36,69,2,0,0,1,0,0,1,0,no
41668,F,MA,2764,27,7,4,32,254,286,2,0,0,0,0,0,1,1,yes
41669,F,NY,10570,105,69,29,126,54,180,11,2,2,3,0,0,3,1,no
41670,M,NY,10598,105,17,8,49,28,77,4,1,0,1,1,0,0,1,no
41671,M,MD,21221,212,67,29,80,163,243,7,3,0,1,2,0,0,1,no
41672,M,PA,17402,174,21,6,48,41,89,4,0,1,2,0,0,0,1,no
41673,F,NJ,8610,86,77,26,121,232,353,11,5,1,3,0,1,0,1,no
41674,F,NY,11729,117,13,12,34,251,285,2,1,0,0,0,0,0,1,no
41675,F,NY,11942,119,9,14,17,73,90,1,1,0,0,0,0,0,0,no
41676,M,NY,10543,105,39,14,66,210,276,5,0,0,1,1,0,2,1,yes
41677,F,NJ,7202,72,19,15,33,201,234,2,0,1,0,0,0,0,1,no
